ds,yhat,yhat_lower,yhat_upper
2010-02-24,24730.307528276306,9733.555259069635,39910.898203129116
2010-02-25,31962.084550187858,16543.14400935837,48705.621605188404
2010-02-26,22863.902449736554,6092.303438032079,38267.63341750692
2010-02-28,12981.870807847201,-1800.2938594214622,29035.291360788327
2010-03-01,24299.97649169936,9023.84557187123,39762.87743045733
2010-03-02,26616.28359969707,11385.303091652062,41764.448381589806
2010-03-03,23376.74367472231,8371.707849896888,38880.86982817992
2010-03-04,30246.206157694833,15433.544308954815,45883.940956477665
2010-03-05,20873.573668816553,5599.52203141011,36240.34457225236
2010-03-07,10732.645506359302,-4567.695613774824,25854.45688624494
2010-03-08,22071.662781966996,6558.328820683999,37425.266576723894
2010-03-09,24507.366679827595,9268.941659892242,39269.96920206454
2010-03-10,21480.495270535343,6528.526578945006,36513.17444726227
2010-03-11,28647.7750511646,12140.45909571339,45071.85893252029
2010-03-12,19647.351325668467,4009.7584418680144,35586.4030086065
2010-03-14,10419.993341417288,-5280.875820633996,24676.36169067451
2010-03-15,22269.173486857115,7519.251178055557,37742.625227587014
2010-03-16,25228.01699263836,10100.115128467029,41200.78646633132
2010-03-17,22719.737984133168,6731.625705068337,38043.41552735888
2010-03-18,30383.73333443683,12833.814554888133,46402.41114043807
2010-03-19,21841.545823224376,5545.2976138927825,37114.081340463665
2010-03-21,13355.457514167616,-1792.5384671808959,28363.065150048522
2010-03-22,25462.463835889306,9581.860903340807,41469.62167437542
2010-03-23,28591.00440384543,13213.498849580843,43343.674252182565
2010-03-24,26157.960714447152,11909.66463838366,42121.813539275216
2010-03-25,33799.33006276296,17859.44309690895,48874.84733548922
2010-03-26,25136.290157556658,10379.059025763261,40853.756364887966
2010-03-28,16127.497676412433,189.65805388636736,31434.27162681723
2010-03-29,27846.72815360383,12899.876995888046,42909.438153841176
2010-03-30,30516.993768119402,15759.659109175878,45849.870842888275
2010-03-31,27568.356441210162,11751.37951849106,43523.30481716168
2010-04-01,34651.80693048575,20001.326950072333,50214.3468509655
2010-04-06,28537.257130194346,12156.112318617574,43458.16392977133
2010-04-07,25132.74571830094,9745.025242970425,40520.77321809405
2010-04-08,31832.814838800205,16765.42090499956,47915.25193602725
2010-04-09,22286.847091632353,6684.41718450313,38121.78826490747
2010-04-11,11791.633653712839,-2500.752140312862,27231.172062741047
2010-04-12,22952.958054493225,7492.899476675735,38184.35779427233
2010-04-13,25213.500257051375,9810.479304172972,40131.3881615059
2010-04-14,22016.65296367415,6719.175106929793,38205.39702387677
2010-04-15,29022.10685683866,11844.838435485868,43870.97243612833
2010-04-16,19871.2004002021,6128.373021973404,34964.05072297321
2010-04-18,10390.257118575302,-5089.591305604237,25337.032865344383
2010-04-19,22142.985753865196,6593.827947796978,36838.4939772155
2010-04-20,25029.803203017967,8986.380339956315,40186.91519197271
2010-04-21,22476.72909505921,6596.108739563996,35942.64918236187
2010-04-22,30125.563403966138,15606.090014121943,47118.28304072378
2010-04-23,21599.75163644858,5710.49053804841,37095.462672067726
2010-04-25,13245.62771141056,-521.7964626470215,28304.306457866238
2010-04-26,25468.81852634569,9575.554000397922,41445.924143015625
2010-04-27,28746.178866261274,14091.264063962319,44189.70357175411
2010-04-28,26493.00726595609,10839.416485865362,41923.35582862932
2010-04-29,34342.95212925473,19570.534491708706,49306.60899148121
2010-04-30,25914.10187079294,10444.227754231173,41017.9692314365
2010-05-02,17434.771387296223,815.5543500024345,32770.96342535745
2010-05-04,32403.163142507135,16756.75330790823,47510.94107046491
2010-05-05,29748.8703022176,15192.223454557532,44891.871910040485
2010-05-06,37122.1080996744,22114.588955574618,53280.276064443475
2010-05-07,28154.43109271878,12844.201665701465,42163.034671057685
2010-05-09,18472.71616555492,4281.018924805435,33393.63313032782
2010-05-10,29847.631095355417,14876.069315584802,43898.21832396962
2010-05-11,32184.231653955525,17394.31200371513,48287.56483668968
2010-05-12,28923.84593231669,12202.573218067131,44227.82755588065
2010-05-13,35727.7742254981,21185.21844897218,50179.39083824015
2010-05-14,26242.576065326226,12298.692979905198,42259.56517429925
2010-05-16,15732.608845423925,785.9738481609984,31464.021785974408
2010-05-17,26817.148857652297,11433.495297135258,41708.71465817844
2010-05-18,28955.321076049033,14114.789181296816,45016.18547660038
2010-05-19,25592.15766765658,10961.910240231084,40126.61336674888
2010-05-20,32389.841429641398,16735.92006553901,48658.627418597345
2010-05-21,22992.991613209742,7774.666288434281,37793.3207311835
2010-05-23,12922.192874041993,-1704.4935961372582,28114.524048232975
2010-05-24,24340.684659781942,8383.038504477845,38844.47695704745
2010-05-25,26874.203174883296,11065.6204714555,42768.28722170658
2010-05-26,23954.45089122095,8647.673249027477,39711.8413404873
2010-05-27,31229.006845958163,14856.013261637327,46265.44329743634
2010-05-28,22327.054241758524,7074.455339526091,37158.31408068635
2010-05-30,13237.00488934516,-2992.6638931155967,29740.144127913263
2010-06-01,28056.27994605646,13327.387595170245,43459.74623842056
2010-06-02,25493.319652588187,10456.334404392015,40392.72882491448
2010-06-03,33058.278948686326,18463.315048369823,48957.33920557742
2010-06-04,24371.511535099962,8512.517947900053,39379.835135626825
2010-06-06,15462.740789190259,631.5568434569203,32062.860263632476
2010-06-07,27297.00465902387,10301.857763416585,42902.98879230926
2010-06-08,30117.782140322284,13809.74720164531,46027.1554953793
2010-06-09,27347.919761131776,11704.438197145419,43145.65553376938
2010-06-10,34630.36940047537,18459.5185143659,50467.80118566696
2010-06-11,25594.020710425826,11843.121369564085,40718.1964737593
2010-06-13,15828.529922901464,-225.03980007841537,31682.776435182757
2010-06-14,27181.214860761138,12408.494747169281,43371.3975205107
2010-06-15,29503.681359834456,13718.401127650526,45835.61013918824
2010-06-16,26233.48341045968,13041.04466480815,40887.93355045998
2010-06-17,33028.27295411423,17863.672726265282,47621.44667893215
2010-06-18,23531.197074667707,8125.736370827817,39568.31340594792
2010-06-20,12977.386018472078,-2364.857591047333,28224.264770330577
2010-06-21,24025.17148697269,7241.168269979376,38871.161262565314
2010-06-22,26114.412301739114,10709.223116199202,43135.49218960746
2010-06-23,22689.178242875307,7229.058787912691,39049.683121890324
2010-06-24,29411.32939714181,13609.798119824714,44870.04211596002
2010-06-25,19925.811367271257,4040.1731785424013,34578.65097167064
2010-06-27,9642.750477513502,-6205.0742854444725,26362.816980408606
2010-06-28,20941.381502229597,4983.535708036546,36857.904265598656
2010-06-29,23349.269290262047,8159.5356463295575,38649.282224371425
2010-06-30,20301.22419540625,4224.7232396214695,36210.89259938671
2010-07-01,27448.29270763405,12739.45610661304,41282.22792825698
2010-07-02,18423.393543358347,2704.448654580887,34788.06199015668
2010-07-04,9116.764827210287,-5256.162301562591,24671.298714708897
2010-07-05,20904.546813305893,5004.933827373782,34672.47180429534
2010-07-06,23784.76683182767,8261.679127214267,38299.34311433292
2010-07-07,21179.98845920886,5240.972039379409,35647.94578043963
2010-07-08,28730.11351391342,14057.587372726703,44028.59282400481
2010-07-09,20058.337381510155,3976.653125983201,34553.065052367165
2010-07-11,11277.941537428742,-4518.563703615959,26580.002068720096
2010-07-12,23228.65348350716,7929.063145348031,39389.689250610616
2010-07-13,26201.752471766882,10705.98934490573,42310.9441974323
2010-07-14,23620.065966661634,6686.512499035772,38447.04923622934
2010-07-15,31125.882424075433,15524.615349238611,45605.800585468554
2010-07-16,22346.792133940562,7944.16234290622,37165.86244542244
2010-07-18,13189.25742223074,-1824.856470610776,27608.385769102155
2010-07-19,24887.11563988974,9390.58315894942,40183.0099415967
2010-07-20,27577.697360324117,12710.722053695317,42677.65054039129
2010-07-21,24694.62600711786,9842.4995404943,39314.032929838984
2010-07-22,31891.272638163566,17028.516738855815,47233.06048452354
2010-07-23,22806.226483400053,6467.027166845029,37658.124562466175
2010-07-25,13087.835263670062,-2456.712218260917,28439.379599410866
2010-07-26,24549.201166322753,9038.885834169452,39935.5230568812
2010-07-27,27042.728260690386,12419.300258350537,41903.75741682604
2010-07-28,24007.689502428013,8134.849007780794,40340.44278223986
2010-07-29,31101.31816530983,15573.131745029352,46469.242872469855
2010-07-30,21964.16640948851,6635.460818129546,38337.2572649714
2010-08-01,12292.437843193977,-3693.4104545562536,28631.962848179566
2010-08-02,23846.904304777076,8464.76550335981,38775.449047332135
2010-08-03,26473.339768045913,10178.9511613164,41538.433314695474
2010-08-04,23604.071647305715,8144.633285381219,38208.44065120971
2010-08-05,30888.151299725403,15011.207507318371,44543.02814524152
2010-08-06,21957.011776591044,5900.772258419005,35484.86080288671
2010-08-08,12704.847375423724,-2789.0168120345634,27951.783350510625
2010-08-09,24453.03662964473,8197.848544294005,40285.819132798446
2010-08-10,27249.82949160378,13597.795150687163,43121.05989945535
2010-08-11,24519.01423207454,8387.379921820284,40490.80458115813
2010-08-12,31902.265539855172,16472.181683937495,47715.89193017416
2010-08-13,23025.094460697524,7459.9341547132435,38388.905658016796
2010-08-15,13730.268544747778,-3060.523323986027,29302.34680946762
2010-08-16,25379.199898258088,10659.480664690756,41566.55133098246
2010-08-17,28026.473002559273,12447.496144471945,43496.77994261404
2010-08-18,25099.753888137984,9278.702018753434,41099.75338299635
2010-08-19,32246.60958347853,17159.43281846005,46168.232713802085
2010-08-20,23100.316370314195,8423.97062764548,38527.15163182705
2010-08-22,13208.192987068858,-1724.273996897487,27950.856808592172
2010-08-23,24551.6949360873,8145.370482767708,39902.53693127413
2010-08-24,26905.625827279655,10970.940852211801,41533.30696842606
2010-08-25,23710.617554640427,7500.186726600795,39215.24741396253
2010-08-26,30627.120077498275,15579.428082760727,46007.810122576084
2010-08-27,21300.789479705098,5251.75744943879,37831.10624198166
2010-08-29,11244.071007385932,-3474.801440453332,27176.856486216617
2010-08-31,25096.46951768858,8927.933120537442,40135.04941771696
2010-09-01,22113.413112109592,6595.154943733668,38402.902453166396
2010-09-02,29334.615934959627,13755.404404367713,44079.71034440843
2010-09-03,20404.819887146394,5407.748715875031,34791.365276035285
2010-09-05,11399.612359289527,-4677.259834010487,27647.70762977002
2010-09-06,23417.037604938916,6931.090319614695,39051.36683891482
2010-09-07,26593.62691153756,11345.417466465502,41174.02963003701
2010-09-08,24360.796110245574,9081.24522091967,38688.82660088894
2010-09-09,32365.451150304718,17288.5698369978,47453.77823371399
2010-09-10,24235.610206691745,9150.71393357893,41047.20957911402
2010-09-12,16808.129343114037,1907.873585235073,32066.667871423222
2010-09-13,29566.48675042158,13238.909675152809,44846.760902198555
2010-09-14,33427.81452631426,17943.94363278894,48382.7664261827
2010-09-15,31806.331615829775,16968.11240359574,46818.514209573324
2010-09-16,40333.10986569473,24975.722382295484,57343.62090977469
2010-09-17,32622.143152295037,17548.675021484945,48833.89806189152
2010-09-19,25677.98009574338,9861.958870979157,40637.341225911594
2010-09-20,38485.12304707196,24018.558943005668,54404.66858374383
2010-09-21,42261.1599325054,25678.154710911214,57702.875592979144
2010-09-22,40420.12673004961,24253.643164789246,55618.104589650065
2010-09-23,48596.12793360242,32524.10545207258,64034.46917019663
2010-09-24,40409.358825789226,25478.675832123365,56038.67552240996
2010-09-26,32178.28059776128,17028.210219815825,48685.46884886834
2010-09-27,44200.94562127978,28521.679733522982,59918.56315366008
2010-09-28,47120.09002260193,32164.944266107286,61521.35407743166
2010-09-29,44368.22424585336,29528.53436640512,60673.60483328391
2010-09-30,51599.18976726387,36473.1758173041,66331.70780559705
2010-10-01,42453.673324869604,27773.36769182804,58335.08956773687
2010-10-03,32346.522261034792,16205.958394683017,47628.94825521945
2010-10-04,43491.837773909865,27056.445064687585,57762.13445216121
2010-10-05,45598.84275027456,30162.52474844257,60794.43198022326
2010-10-06,42116.470386652596,25914.66817406965,58131.52121425916
2010-10-07,48712.76367548201,33462.09263446501,63954.374488332476
2010-10-08,39040.036677227195,23449.66217246032,53679.53686431348
2010-10-10,28232.886007744597,13030.408471752302,43530.28217585456
2010-10-11,39213.67820262977,23208.40049906897,53942.9302112557
2010-10-12,41280.011566804504,26792.084646628868,57614.09242851174
2010-10-13,37877.03680121775,22472.263227832947,52069.75624118974
2010-10-14,44666.02978897902,27478.753364328444,61140.40751494802
2010-10-15,35289.78472263279,20397.706867165154,50405.432719571814
2010-10-17,25337.007197262414,8955.81023757733,40718.55053194016
2010-10-18,36845.966488721126,20536.531765402153,53465.01948954316
2010-10-19,39485.69862812519,24357.312688902846,55010.846720291825
2010-10-20,36683.81657097566,21730.889832300847,52014.489771918124
2010-10-21,44083.89292039308,27712.412136498086,59595.565734461816
2010-10-22,35311.363358613264,20303.71084237833,50729.03868695855
2010-10-24,26479.134784224312,10438.244942488129,41242.41647508984
2010-10-25,38476.209820526325,24150.813987165726,53398.968345706286
2010-10-26,41540.034125886916,25900.699108591874,56744.10235434841
2010-10-27,39089.177830131855,23362.195791381564,54052.60742400877
2010-10-28,46760.76448771951,30534.30093371672,62480.760991200616
2010-10-29,38176.511210732155,23515.62330161029,53519.891509352594
2010-10-31,29470.13059377417,13818.149748368105,44531.494028539935
2010-11-01,41411.01992617687,24590.474177393768,56846.03369990872
2010-11-02,44347.5867756792,29056.82636296422,60095.09947220999
2010-11-03,41707.404245085796,26791.084090396493,56833.95538952326
2010-11-04,49138.40243175776,34495.45102378647,64277.55650819326
2010-11-05,40274.51076856964,24651.854609770086,55638.21304547971
2010-11-07,30944.91091563327,14555.187724650581,45445.04144121636
2010-11-08,42569.579860090234,27423.981244977105,57968.65315399552
2010-11-09,45204.63142889687,29365.206503414294,60248.93575513137
2010-11-10,42289.91933519677,27592.57203058354,57490.014841759454
2010-11-11,49484.28263020603,32949.466664277454,64928.876016299786
2010-11-12,40430.797206515985,25082.3033861538,56792.55950686683
2010-11-14,30888.97258124246,16154.662077738067,46445.07311642512
2010-11-15,42497.836649367324,26198.82983163446,58524.34253721364
2010-11-16,45177.48211881399,28729.525981384788,61808.24030941269
2010-11-17,42364.56893270018,26620.72307238741,58609.971771186734
2010-11-18,49712.13738352222,34558.11785609166,65979.74523700737
2010-11-19,40855.01671892078,25199.855526308806,56444.05325497737
2010-11-21,31791.695292654073,16612.53619081302,47061.378629579696
2010-11-22,43656.497592720254,27968.241443970386,57832.183577239186
2010-11-23,46583.668148356475,31433.882412946918,61962.17393226642
2010-11-24,43994.36319709863,28966.144956429187,59743.31589025206
2010-11-25,51526.04775701666,36078.59847235586,66361.8255916797
2010-11-26,42798.42977979638,26338.384670014995,58551.39492636997
2010-11-28,33775.17323647203,18609.90386575935,48287.23599897358
2010-11-29,45527.163478855946,29603.6591354883,61442.32151148263
2010-11-30,48241.04646515373,32624.546396534817,63150.758616564606
2010-12-01,45332.36529085221,30656.11155368749,60921.15567446254
2010-12-02,52435.98298871527,36786.76598814943,67828.32435279759
2010-12-03,43172.214836644416,27543.32172286445,58270.78503917652
2010-12-05,32771.424763063704,17347.67749794445,47928.312944019286
2010-12-06,43699.7639767208,28335.178162583616,59295.95212963725
2010-12-07,45517.10159567109,30669.745684659738,61181.1455817788
2010-12-08,41655.28338763654,26266.90569466948,56256.31076080485
2010-12-09,47767.87608681079,32414.84930411077,62793.70524587308
2010-12-10,37495.85370773787,22663.67588872134,51395.45392025525
2010-12-12,25116.149686320852,9345.812778041314,40914.27650156969
2010-12-13,35120.08420964323,19750.900128982732,50820.07741534759
2010-12-14,36087.023378089085,20389.32702280901,52341.981153492365
2010-12-15,31470.739224296376,16361.03042892192,47010.62156422523
2010-12-16,36945.13475305981,21672.91135333317,51904.26055254429
2010-12-17,26169.348799644944,10878.457809217103,40745.431990081386
2010-12-19,13244.086544016183,-1429.1700130872944,28046.483973615403
2010-12-20,23227.21210704499,6704.576755378231,38672.61675543811
2010-12-21,24349.103177587735,8233.704344534131,39736.92195294187
2010-12-22,20064.321870420437,4513.663498314353,35649.38892677042
2010-12-23,26043.398478534767,11157.139749025217,41914.33171517903
2011-01-04,20809.20827531334,5845.281771333924,36045.864235698544
2011-01-05,18794.29867285375,2880.8285778450295,33920.44368597874
2011-01-06,26957.623129490225,11569.243936286966,43688.22411228559
2011-01-07,18905.72647633414,2617.729958954778,34022.29855244116
2011-01-09,11319.44606571003,-3802.2832263727914,26347.197116571988
2011-01-10,23813.01296314977,8200.089594795285,39935.32818580028
2011-01-11,27273.526708472502,12924.057549220408,42083.060150437486
2011-01-12,25110.99572955029,10045.343927035776,41315.353666770665
2011-01-13,32956.538557963795,17307.355643386993,48685.38498765254
2011-01-14,24428.45365961079,8562.895003001333,38620.86616288184
2011-01-16,15480.125718976487,129.02087638110962,31406.258188575313
2011-01-17,27128.45981186424,13034.595198926421,42820.12266013124
2011-01-18,29665.535620437724,14812.927074102305,45649.24832763957
2011-01-19,26527.009195791627,12159.459861414927,42738.75551410586
2011-01-20,33370.59761758259,18296.499784319796,49061.78001911699
2011-01-21,23841.44901056421,9400.787062637493,38537.83403360734
2011-01-23,12998.08578820044,-2895.708371607913,29339.927920938917
2011-01-24,23801.210521599547,8551.2028290208,39215.65441997885
2011-01-25,25590.206233941524,11331.725283626114,40321.92360669157
2011-01-26,21818.917952604927,7213.938765698674,37571.17692548327
2011-01-27,28159.89859611132,13280.951838952138,43941.166178709485
2011-01-28,18269.428853542366,3214.265840608604,33660.941076804935
2011-01-30,7151.926083961142,-9867.526789404761,23139.590494323307
2011-01-31,18044.310431498052,1895.280128889964,32719.56772036379
2011-02-01,20068.07071648751,4407.484442289116,35747.359247716886
2011-02-02,16668.180742985263,1101.5049368816349,31966.494747289355
2011-02-03,23504.791940757128,7753.38641657024,39419.78086152551
2011-02-04,14218.645402338032,-1535.4500101947563,30023.4613454147
2011-02-06,4560.92942894256,-10757.126537986294,18656.335283550416
2011-02-07,16266.810989937767,1060.0719810721762,31095.961106137296
2011-02-08,19129.622362834798,3777.7781554891712,34043.07134092079
2011-02-09,16571.329989874605,638.1158860974226,31945.100706607136
2011-02-10,24229.469780533153,8611.936018321061,39326.112495484434
2011-02-11,15723.185009075423,1115.0151953627374,31898.78964712371
2011-02-13,7422.37160177779,-7519.308638558643,21480.61845487057
2011-02-14,19671.995876369747,4870.468109047622,35505.72357239532
2011-02-15,22971.57320373491,7034.102827920902,37397.97929422409
2011-02-16,20734.133179707875,3836.9550157705767,36262.9552373831
2011-02-17,28591.773627736096,13031.928058900556,44043.09792865495
2011-02-18,20161.796003611034,6211.474598788684,36272.67737645422
2011-02-20,11654.48583051302,-3913.6795481412837,27557.694896186582
2011-02-21,23635.030188869645,8448.1464379059,38365.27064764697
2011-02-22,26569.272183050412,11284.837870519374,42527.28987056528
2011-02-23,23884.294156550706,8755.913396582524,39711.59029913041
2011-02-24,31228.37926980242,17189.965453774515,46832.50398564364
2011-02-25,22236.63674954188,5904.710454530834,36014.17614818817
2011-02-27,12537.178585146201,-3616.3453716775225,27586.018388085886
2011-02-28,23925.99883513065,10168.720011123401,39479.56907650582
2011-03-01,26302.51506387608,10844.025154774092,42317.619738067086
2011-03-02,23105.172000950548,7009.446856726651,38808.35213669547
2011-03-03,29997.945550501787,13881.673468461944,46164.705122213934
2011-03-04,20629.470038364107,4823.337291938716,35058.45801362619
2011-03-06,10441.339196450777,-4410.637048380003,26554.829592982678
2011-03-07,21731.412282839006,6646.559403808598,37265.05887747873
2011-03-08,24103.764455296798,8894.220981277353,39139.98838347835
2011-03-09,21001.56714832446,6415.313856356003,37736.95657023145
2011-03-10,28084.343222880154,12589.304816140471,42951.161259662375
2011-03-11,18993.30887754673,3506.9530865956494,33959.12300278686
2011-03-13,9579.483765162373,-5635.908891907613,24740.7771162616
2011-03-14,21339.435920089778,6813.405477680084,36755.98046978101
2011-03-15,24215.997508039163,8644.367451629148,39468.185958017755
2011-03-16,21635.334197788776,6353.573267639849,38263.23630792858
2011-03-17,29239.48096143113,13477.953603066466,44435.87411912405
2011-03-18,20652.22521481859,5908.539422152123,36398.147139661676
2011-03-20,12126.959813377665,-3617.2521931475417,27381.418137960678
2011-03-21,24241.840929162438,9090.421314252011,38716.962758152746
2011-03-22,27396.944685096933,11723.116170200365,43212.94319173938
2011-03-23,25008.715454741367,10009.41929039087,41065.34074508353
2011-03-24,32717.662095928128,18397.80651854122,47435.92956746522
2011-03-25,24137.912724015572,8652.856628574384,39503.35922160274
2011-03-27,15334.317212333686,-245.07321205238253,31473.12997642248
2011-03-28,27170.198010494423,10979.775276596763,43064.233020674415
2011-03-29,29962.472550298822,15036.959924614266,44223.873800102534
2011-03-30,27137.950860914476,12122.121810083003,42089.976571685285
2011-03-31,34344.29141412537,19014.12575384395,49247.89516160793
2011-04-01,25215.716155458085,11818.610231568378,39959.4155321728
2011-04-03,15241.053544469527,398.9130843300462,31688.6852480738
2011-04-04,26489.305406901385,11312.828620354127,42247.67534696999
2011-04-05,28715.921866820296,13368.1909572437,45463.17879387651
2011-04-06,25364.673879355192,10273.2229083492,40487.44961400669
2011-04-07,32099.11870589055,16699.560160930607,47738.82988553324
2011-04-08,22567.841091638453,7827.777978667206,38727.33379734466
2011-04-10,12042.615051480272,-3818.2784338927872,26185.45855830009
2011-04-11,23160.501349638078,7965.969537419878,39433.93026149286
2011-04-12,25360.4133031171,9797.413525551849,41055.15212838892
2011-04-13,22087.69971411516,6297.973867584485,36554.70341891302
2011-04-14,29004.44980456914,14919.230009807487,43869.48483744831
2011-04-15,19756.80462788975,3747.161379027828,34627.734115550316
2011-04-17,10064.64723666883,-5218.616290521354,25253.58697395283
2011-04-18,21709.54697474135,5244.310652726603,37401.439635610855
2011-04-19,24491.570669030076,8926.775876832304,38827.335273162076
2011-04-20,21840.042953570282,5628.1047461613125,37617.51303282735
2011-04-21,29399.888590907623,13917.617321949561,45737.98412242162
2011-04-26,27803.781081528068,13024.167397532772,43639.39838631246
2011-04-27,25563.87550184363,9983.50228668087,40718.18671672908
2011-04-28,33447.15277438518,17068.265912285573,48404.12701435671
2011-05-01,16750.629933301792,1409.1595613313773,32652.630430013785
2011-05-03,31935.661245726915,16790.710258197756,48509.00959277129
2011-05-04,29404.912846572268,13630.220936281972,45622.55460499544
2011-05-05,36907.838382523274,20674.770471279768,52098.34200301554
2011-05-06,28072.781280832165,12846.890900905051,43957.29457907436
2011-05-08,18652.083840216044,3872.60684721946,33633.250337205536
2011-05-09,30149.081239226034,14246.73974094436,46672.08883540076
2011-05-10,32598.247101459645,17224.053925982826,48962.103010645056
2011-05-11,29438.342954162363,13453.295058766085,44816.904756796095
2011-05-12,36328.477224957795,21041.69550463417,52312.80321700622
2011-05-13,26913.496236915536,12943.301098874708,43462.33261384004
2011-05-15,16491.286365664215,1463.9910334808048,32148.951354134686
2011-05-16,27592.383354996135,12248.960667846453,43373.23205584226
2011-05-17,29729.13365203928,13023.53669898223,44991.47422276686
2011-05-18,26347.401698629703,11619.440513876929,42010.72827044866
2011-05-19,33110.69544060709,18073.829426870107,48269.94885586589
2011-05-20,23665.409031076324,6936.050599712261,38794.793847102075
2011-05-22,13464.59850983087,-1548.64670084186,29713.038415098355
2011-05-23,24806.755781917396,8595.668410260923,40223.10906139917
2011-05-24,27260.21515940065,11661.535335785893,42111.39603133488
2011-05-25,24259.671492927086,10367.38616949305,40007.632292416834
2011-05-26,31455.686814975732,16046.64275856581,48254.983910673065
2011-05-27,22480.329744874478,7130.929727953806,38080.476264713485
2011-05-29,13269.431762673006,-3068.8432703365943,29105.849169023004
2011-05-31,28017.037481361185,12666.391689191189,43883.47033548157
2011-06-01,25440.69152736925,10555.022501369684,39891.55047050082
2011-06-02,33008.46447840387,17744.46825172907,50040.05791144864
2011-06-03,24341.02225375941,9039.450251613147,40277.40735545936
2011-06-05,15519.19562335104,-264.0065509605261,30803.9125304121
2011-06-06,27419.261562013744,10839.252129838123,42869.42486415941
2011-06-07,30318.768283949248,15256.544181504345,46412.10113453179
2011-06-08,27638.609128856388,11765.83471012782,44321.70537943314
