Customer ID,Recency,Frequency,Monetary,AvgRevenue,TotalItems,AvgQuantity,Churn
12405,149,1,1710.39,31.67388888888889,857,15.87037037037037,1
12406,22,5,6390.36,38.49614457831325,3416,20.57831325301205,0
12407,50,5,1708.1200000000001,22.183376623376624,1416,18.38961038961039,0
12408,33,8,4340.7699999999995,27.300440251572326,2229,14.018867924528301,0
12409,79,7,23419.29,88.70943181818183,13143,49.78409090909091,0
12410,309,3,1013.71,25.342750000000002,341,8.525,1
12411,410,1,346.9,15.768181818181818,138,6.2727272727272725,1
12412,75,6,2596.93,20.448267716535433,1997,15.724409448818898,0
12413,67,4,999.45,19.597058823529412,319,6.254901960784314,0
12414,217,6,952.41,34.01464285714285,495,17.678571428571427,1
12415,24,28,144458.37,156.00255939524837,91447,98.7548596112311,0
12416,657,1,202.56,18.414545454545454,132,12.0,1
12417,3,20,6797.41,18.421165311653116,2884,7.815718157181572,0
12418,113,4,2021.2,19.815686274509805,1088,10.666666666666666,1
12419,386,2,503.01,20.1204,231,9.24,1
12420,64,1,600.39,20.70310344827586,345,11.89655172413793,0
12421,16,6,1098.6,16.90153846153846,652,10.03076923076923,0
12422,96,17,5231.8,30.417441860465118,2596,15.093023255813954,1
12423,1,10,2622.39,15.893272727272727,1793,10.866666666666667,0
12424,163,4,3340.03,36.30467391304348,2025,22.01086956521739,1
12425,78,2,1741.41,19.136373626373626,1147,12.604395604395604,0
12426,195,2,1345.21,17.470259740259742,584,7.584415584415584,1
12427,22,3,825.8,26.638709677419353,533,17.193548387096776,0
12428,26,9,7956.46,27.062789115646257,3536,12.02721088435374,0
12429,9,8,6204.41,40.55169934640523,2890,18.88888888888889,0
12430,43,1,256.4,23.30909090909091,117,10.636363636363637,0
12431,36,27,10432.22,26.749282051282048,4600,11.794871794871796,0
12432,43,5,5059.32,46.845555555555556,1801,16.675925925925927,0
12433,1,10,16794.14,30.04318425760286,13534,24.211091234347048,0
12434,85,3,1103.43,15.763285714285715,532,7.6,0
12435,80,6,13925.93,124.33866071428572,4958,44.267857142857146,0
12436,100,1,509.01,31.813125,211,13.1875,1
12437,2,39,12683.4,22.52824156305506,8000,14.209591474245116,0
12438,14,2,2906.85,29.66173469387755,1180,12.040816326530612,0
12439,683,2,1142.88,16.096901408450705,478,6.732394366197183,1
12440,462,2,859.2,26.85,331,10.34375,1
12441,367,1,173.55,15.77727272727273,121,11.0,1
12442,3,1,172.06,14.338333333333333,182,15.166666666666666,0
12443,732,1,485.31,23.11,182,8.666666666666666,1
12444,21,5,5005.46,28.440113636363638,1153,6.551136363636363,0
12445,22,2,434.98,18.124166666666667,206,8.583333333333334,0
12446,58,1,1002.3100000000001,17.584385964912283,351,6.157894736842105,0
12447,243,1,476.49,18.326538461538462,190,7.3076923076923075,1
12448,44,1,449.45,20.429545454545455,243,11.045454545454545,0
12449,22,6,4835.89,24.05915422885572,2282,11.35323383084577,0
12450,156,5,688.2,18.6,442,11.945945945945946,1
12451,11,8,12669.88,24.794285714285714,9359,18.315068493150687,0
12452,17,2,430.57,19.571363636363635,185,8.409090909090908,0
12453,134,1,707.09,16.443953488372095,473,11.0,1
12454,56,5,16679.78,416.99449999999996,7703,192.575,0
12455,73,10,5879.95,25.902863436123347,3302,14.54625550660793,0
12456,44,3,3181.04,25.44832,1633,13.064,0
12457,66,8,2995.91,35.665595238095236,1094,13.023809523809524,0
12458,71,4,1777.49,21.160595238095237,986,11.738095238095237,0
12459,605,1,454.36,19.754782608695653,258,11.217391304347826,1
12460,456,1,326.65,18.147222222222222,170,9.444444444444445,1
12461,94,2,826.88,23.62514285714286,287,8.2,1
12462,19,2,1189.59,19.186935483870965,536,8.64516129032258,0
12463,53,4,1344.78,16.202168674698793,776,9.349397590361447,0
12464,10,8,1212.05,41.79482758620689,112,3.8620689655172415,0
12465,17,2,742.1899999999999,15.79127659574468,479,10.191489361702128,0
12466,682,1,56.73,56.73,1,1.0,1
12467,423,1,132.8,14.755555555555556,129,14.333333333333334,1
12468,188,5,3670.74,24.4716,2201,14.673333333333334,1
12469,523,2,3070.54,40.40184210526316,2552,33.578947368421055,1
12470,690,1,211.95,9.215217391304348,95,4.130434782608695,1
12471,2,79,39918.19,35.17021145374449,16858,14.852863436123348,0
12472,32,19,16249.289999999999,19.321391200951247,10378,12.340071343638526,0
12473,29,5,3928.0499999999997,23.52125748502994,2414,14.455089820359282,0
12474,17,31,12372.75,17.47563559322034,7940,11.214689265536723,0
12475,54,2,1149.64,18.846557377049184,771,12.639344262295081,0
12476,16,23,14083.91,27.400603112840468,5631,10.955252918287938,0
12477,23,9,20276.37,35.95101063829787,6119,10.849290780141844,0
12478,4,1,680.99,18.91638888888889,236,6.555555555555555,0
12479,11,1,527.2,17.006451612903227,385,12.419354838709678,0
12480,28,7,5464.85,22.58202479338843,2952,12.198347107438016,0
12481,23,15,12185.51,32.06713157894737,7158,18.83684210526316,0
12482,576,29,23691.4,116.1343137254902,27042,132.55882352941177,1
12483,17,19,5097.18,36.93608695652174,2160,15.652173913043478,0
12484,33,12,6354.1,13.490658174097666,3266,6.934182590233545,0
12485,529,1,708.1,20.826470588235296,414,12.176470588235293,1
12486,432,1,1037.28,21.168979591836734,523,10.673469387755102,1
12487,731,1,285.29999999999995,142.64999999999998,174,87.0,1
12488,10,3,1298.66,23.612000000000002,529,9.618181818181819,0
12489,336,1,334.93,22.328666666666667,105,7.0,1
12490,5,21,9823.64,21.26329004329004,5906,12.783549783549784,0
12491,39,1,460.40000000000003,17.70769230769231,260,10.0,0
12492,63,3,715.21,17.028809523809525,444,10.571428571428571,0
12493,166,2,433.74,19.715454545454545,207,9.409090909090908,1
12494,16,9,1815.27,16.808055555555555,979,9.064814814814815,0
12495,641,1,357.4,21.023529411764706,130,7.647058823529412,1
12496,620,2,45.34,4.534000000000001,30,3.0,1
12497,82,3,6248.5,109.62280701754386,5685,99.73684210526316,0
12498,21,3,403.70000000000005,17.55217391304348,159,6.913043478260869,0
12499,560,1,393.72,14.582222222222223,302,11.185185185185185,1
12500,23,19,5955.21,40.7891095890411,3377,23.13013698630137,0
12501,337,1,2169.39,14.559664429530201,1783,11.966442953020135,1
12502,96,5,3723.87,25.332448979591835,820,5.578231292517007,1
12503,584,1,1126.0,563.0,561,280.5,1
12504,18,4,779.05,38.9525,458,22.9,0
12505,409,1,955.2,22.742857142857144,324,7.714285714285714,1
12506,233,1,73.5,3.1956521739130435,23,1.0,1
12507,134,4,1844.06,37.633877551020404,1256,25.632653061224488,1
12508,26,2,397.88,5.851176470588236,271,3.985294117647059,0
12509,284,1,176.5,25.214285714285715,55,7.857142857142857,1
12510,143,9,5178.02,35.71048275862069,2049,14.13103448275862,1
12511,429,1,3084.02,16.231684210526314,1753,9.226315789473684,1
12512,66,2,132.18,4.263870967741935,96,3.096774193548387,0
12513,113,1,612.29,17.494,462,13.2,1
12514,267,2,1597.76,19.02095238095238,840,10.0,1
12515,353,1,383.7,23.98125,131,8.1875,1
12516,78,4,2648.62,35.792162162162164,1952,26.37837837837838,0
12517,28,5,2481.6,8.894623655913978,1361,4.878136200716846,0
12518,1,5,2056.89,16.58782258064516,1318,10.629032258064516,0
12519,64,2,716.54,18.37282051282051,387,9.923076923076923,0
12520,79,5,2634.26,17.330657894736845,1439,9.467105263157896,0
12521,143,1,599.68,15.781052631578946,309,8.131578947368421,1
12522,39,2,192.72,16.06,194,16.166666666666668,0
12523,19,23,4352.35,17.479317269076308,2263,9.088353413654618,0
12524,9,17,11126.11,46.35879166666667,7178,29.908333333333335,0
12525,498,3,973.73,16.228833333333334,509,8.483333333333333,1
12526,1,3,1316.66,18.54450704225352,632,8.901408450704226,0
12527,82,5,735.51,22.9846875,526,16.4375,0
12528,9,6,1933.48,21.01608695652174,756,8.217391304347826,0
12529,528,1,316.48,15.07047619047619,192,9.142857142857142,1
12530,60,9,3759.26,23.792784810126584,2713,17.170886075949365,0
12531,15,2,1933.2,15.222047244094489,1119,8.811023622047244,0
12532,30,1,349.83000000000004,21.864375000000003,153,9.5625,0
12533,628,2,1367.89,18.998472222222222,704,9.777777777777779,1
12534,131,1,1089.18,17.28857142857143,651,10.333333333333334,1
12535,92,2,716.35,21.069117647058825,219,6.4411764705882355,1
12536,43,3,12601.830000000002,48.282873563218395,2803,10.739463601532567,0
12537,409,1,732.94,17.04511627906977,449,10.44186046511628,1
12538,29,2,640.45,18.836764705882356,336,9.882352941176471,0
12539,22,7,11214.75,22.251488095238095,4535,8.998015873015873,0
12540,20,33,22254.49,28.864448767833984,11019,14.29182879377432,0
12541,30,3,981.18,18.868846153846153,680,13.076923076923077,0
12542,484,2,481.88,12.355897435897436,522,13.384615384615385,1
12543,448,1,980.25,22.796511627906977,688,16.0,1
12544,36,1,372.7,19.61578947368421,136,7.157894736842105,0
12545,75,2,1000.39,20.0078,523,10.46,0
12546,47,2,1161.5,16.833333333333332,633,9.173913043478262,0
12547,198,3,383.58,18.265714285714285,309,14.714285714285714,1
12548,166,1,95.19999999999999,19.04,49,9.8,1
12549,576,6,1575.68,32.15673469387755,1366,27.877551020408163,1
12550,79,1,964.83,16.92684210526316,569,9.982456140350877,0
12551,358,1,168.0,16.8,100,10.0,1
12552,39,2,437.82,21.891,88,4.4,0
12553,8,12,4608.75,19.36449579831933,2325,9.768907563025211,0
12554,449,1,468.5,18.01923076923077,240,9.23076923076923,1
12555,682,1,129.23,129.23,1,1.0,1
12556,50,2,599.56,5.038319327731092,355,2.9831932773109244,0
12557,16,8,18096.14,341.4366037735849,6382,120.41509433962264,0
12558,8,1,269.96,24.54181818181818,196,17.818181818181817,0
12559,311,2,561.71,26.74809523809524,283,13.476190476190476,1
12560,5,3,2134.01,20.323904761904764,1110,10.571428571428571,0
12561,303,1,238.85,14.928125,177,11.0625,1
12562,8,9,4966.92,23.99478260869565,2327,11.241545893719806,0
12563,409,1,249.24,19.172307692307694,113,8.692307692307692,1
12564,261,1,456.9,21.757142857142856,133,6.333333333333333,1
12565,289,1,145.92,16.21333333333333,80,8.88888888888889,1
12566,86,1,351.65,18.507894736842104,265,13.947368421052632,0
12567,23,15,11767.48,21.16453237410072,5308,9.546762589928058,0
12568,645,1,70.0,14.0,48,9.6,1
12569,2,32,4124.69,21.939840425531912,1801,9.579787234042554,0
12570,682,1,77.52,77.52,1,1.0,1
12571,40,2,519.61,15.28264705882353,523,15.382352941176471,0
12572,9,2,1020.42,17.006999999999998,452,7.533333333333333,0
12573,227,5,717.41,6.028655462184874,479,4.025210084033613,1
12574,316,1,218.45,19.85909090909091,61,5.545454545454546,1
12575,457,2,622.8199999999999,16.389999999999997,315,8.289473684210526,1
12576,36,8,2142.72,15.08957746478873,1494,10.52112676056338,0
12577,35,8,1617.1,5.426510067114093,1191,3.9966442953020134,0
12578,21,4,4642.45,26.99098837209302,2380,13.837209302325581,0
12579,78,1,440.42,15.18689655172414,285,9.827586206896552,0
12580,247,2,1052.9,18.153448275862072,569,9.810344827586206,1
12581,40,1,197.71,13.180666666666667,161,10.733333333333333,0
12582,239,4,1980.4,19.22718446601942,985,9.563106796116505,1
12583,3,27,13591.58,30.47439461883408,8535,19.13677130044843,0
12584,4,9,2338.15,24.355729166666666,416,4.333333333333333,0
12585,234,2,2040.1,23.44942528735632,1279,14.701149425287356,1
12586,17,4,2062.67,21.943297872340427,687,7.308510638297872,0
12587,8,1,144.0,36.0,51,12.75,0
12588,39,4,958.78,20.84304347826087,438,9.521739130434783,0
12589,29,8,4695.66,26.087,1764,9.8,0
12590,211,2,9864.26,145.06264705882353,4283,62.98529411764706,1
12591,317,3,1338.95,19.69044117647059,653,9.602941176470589,1
12592,92,5,2582.66,31.88469135802469,1875,23.14814814814815,1
12593,109,3,418.09999999999997,19.909523809523808,206,9.80952380952381,1
12594,38,15,5090.110000000001,25.57844221105528,2768,13.909547738693467,0
12595,505,1,299.02,15.737894736842104,271,14.263157894736842,1
12596,51,2,618.27,22.898888888888887,474,17.555555555555557,0
12597,19,4,3811.22,18.50106796116505,2236,10.854368932038835,0
12598,10,11,4534.09,22.01014563106796,2906,14.106796116504855,0
12599,29,13,2296.72,17.268571428571427,2189,16.458646616541355,0
12600,29,21,4967.42,38.21092307692308,1383,10.638461538461538,0
12601,190,6,681.26,20.03705882352941,290,8.529411764705882,1
12602,59,1,153.12,12.76,162,13.5,0
12603,22,1,739.1999999999999,369.59999999999997,63,31.5,0
12604,79,2,254.18,15.88625,201,12.5625,0
12605,376,4,1232.95,16.223026315789475,929,12.223684210526315,1
12606,682,1,21.0,21.0,1,1.0,1
12607,60,1,1579.51,15.63871287128713,1228,12.158415841584159,0
12608,405,1,415.79,25.986875,323,20.1875,1
12609,78,9,3435.86,19.633485714285715,1553,8.874285714285714,0
12610,23,5,2099.54,19.80698113207547,1049,9.89622641509434,0
12611,52,1,1193.32,18.35876923076923,846,13.015384615384615,0
12612,74,1,704.0400000000001,37.054736842105264,262,13.789473684210526,0
12613,57,10,6817.37,20.91217791411043,4157,12.751533742331288,0
12614,278,1,315.6,15.780000000000001,76,3.8,1
12615,2,8,5740.98,21.262888888888888,3317,12.285185185185185,0
12616,95,3,1131.1,20.946296296296296,498,9.222222222222221,1
12617,29,1,352.98,8.609268292682927,210,5.121951219512195,0
12618,22,1,177.31,16.11909090909091,96,8.727272727272727,0
12619,16,10,3781.38,37.8138,3518,35.18,0
12620,15,3,1339.41,14.558804347826088,1181,12.83695652173913,0
12621,2,35,24311.2,32.15767195767196,13706,18.12962962962963,0
12622,232,1,180.1,16.37272727272727,69,6.2727272727272725,1
12623,276,7,3747.84,21.663815028901734,1971,11.393063583815028,1
12624,106,2,641.13,16.87184210526316,355,9.342105263157896,1
12625,212,4,5164.88,28.22338797814208,3309,18.081967213114755,1
12626,23,9,6620.48,22.51863945578231,3453,11.744897959183673,0
12627,11,7,4478.53,19.47186956521739,2752,11.965217391304348,0
12628,4,3,786.46,19.181951219512197,448,10.926829268292684,0
12629,386,2,1558.22,34.62711111111111,722,16.044444444444444,1
12630,10,2,1270.88,19.8575,548,8.5625,0
12631,57,6,3481.57,19.024972677595628,1607,8.781420765027322,0
12632,521,2,804.88,22.99657142857143,694,19.82857142857143,1
12633,59,7,5678.16,18.556078431372548,3238,10.581699346405228,0
12634,536,2,490.0,24.5,337,16.85,1
12635,90,4,2930.41,16.37100558659218,1949,10.888268156424582,0
12636,739,1,141.0,141.0,1,1.0,1
12637,67,12,8283.81,13.491547231270358,4257,6.9332247557003255,0
12638,33,2,921.49,19.197708333333335,663,13.8125,0
12639,239,3,1312.37,20.50578125,631,9.859375,1
12640,24,3,1174.58,22.16188679245283,311,5.867924528301887,0
12641,115,1,185.9,18.59,72,7.2,1
12642,25,3,1013.26,21.558723404255318,552,11.74468085106383,0
12643,128,12,8304.82,162.83960784313726,4665,91.47058823529412,1
12644,130,4,1918.49,17.283693693693692,1032,9.297297297297296,1
12645,34,8,3539.3,22.120625,2125,13.28125,0
12646,5,2,1346.97,29.932666666666666,897,19.933333333333334,0
12647,22,36,16955.55,32.923398058252424,6633,12.879611650485437,0
12648,155,4,1112.0,17.107692307692307,518,7.969230769230769,1
12649,107,8,2294.65,19.446186440677966,1959,16.60169491525424,1
12650,3,1,314.44,15.722,254,12.7,0
12651,335,4,377.75,12.591666666666667,265,8.833333333333334,1
12652,331,2,1017.03,19.941764705882353,536,10.509803921568627,1
12653,149,3,4160.83,48.38174418604651,1681,19.546511627906977,1
12654,11,5,601.98,15.841578947368422,264,6.947368421052632,0
12655,424,1,261.35,16.334375,80,5.0,1
12656,17,8,6407.83,25.942631578947367,2860,11.578947368421053,0
12657,11,4,1643.18,34.961276595744685,1044,22.21276595744681,0
12658,19,1,686.05,19.056944444444444,320,8.88888888888889,0
12659,30,1,91.68,18.336000000000002,105,21.0,0
12660,11,1,245.1,18.853846153846153,127,9.76923076923077,0
12661,436,1,162.0,14.727272727272727,216,19.636363636363637,1
12662,1,20,6726.54,17.203427109974424,3424,8.757033248081841,0
12663,625,2,239.4,23.94,181,18.1,1
12664,8,11,6070.04,134.88977777777777,1495,33.22222222222222,0
12665,325,3,313.6,18.447058823529414,165,9.705882352941176,1
12666,394,1,1248.42,40.27161290322581,370,11.935483870967742,1
12667,58,1,620.13,18.791818181818183,395,11.969696969696969,0
12668,12,10,11383.03,21.236996268656718,5049,9.419776119402986,0
12669,151,3,2744.0299999999997,27.168613861386135,1115,11.03960396039604,1
12670,10,7,3760.29,32.698173913043476,1627,14.147826086956522,0
12671,606,1,2622.481,58.27735555555556,1460,32.44444444444444,1
12672,330,2,437.05,19.865909090909092,138,6.2727272727272725,1
12673,5,3,1230.02,16.62189189189189,700,9.45945945945946,0
12674,39,4,1970.6,23.742168674698792,1133,13.650602409638553,0
12675,554,2,957.25,8.546875,336,3.0,1
12676,25,11,2843.09,26.570934579439253,1867,17.44859813084112,0
12677,555,2,395.1,18.814285714285717,176,8.380952380952381,1
12678,42,21,34281.18,91.17335106382978,22372,59.5,0
12679,59,4,1113.02,23.187916666666666,554,11.541666666666666,0
12680,1,4,880.81,16.619056603773583,444,8.377358490566039,0
12681,15,45,29834.76,20.951376404494383,17011,11.945926966292134,0
12682,4,52,22950.22,23.20548028311426,10522,10.639029322548028,0
12683,4,21,11633.7,23.888501026694048,7019,14.412731006160165,0
12684,8,7,2283.63,21.748857142857144,1985,18.904761904761905,0
12685,28,6,2863.08,18.236178343949042,1523,9.700636942675159,0
12686,372,1,89.14,12.734285714285715,107,15.285714285714286,1
12687,481,2,2138.91,16.97547619047619,1403,11.134920634920634,1
12688,114,1,4873.8099999999995,28.501812865497072,3028,17.707602339181285,1
12689,26,2,1247.61,17.327916666666667,628,8.722222222222221,0
12690,206,1,389.01,24.313125,106,6.625,1
12691,28,7,1170.4,30.010256410256414,445,11.41025641025641,0
12692,637,1,110.95,8.534615384615385,36,2.769230769230769,1
12693,127,7,1703.02,21.557215189873418,536,6.784810126582278,1
12694,70,3,1843.35,22.209036144578313,1355,16.325301204819276,0
12695,7,7,1407.1200000000001,23.84949152542373,454,7.694915254237288,0
12696,435,2,851.91,17.38591836734694,564,11.510204081632653,1
12697,29,3,957.59,23.355853658536585,508,12.390243902439025,0
12698,590,1,339.75,21.234375,111,6.9375,1
12699,418,1,638.11,15.563658536585367,373,9.097560975609756,1
12700,8,4,4939.99,18.432798507462685,2967,11.07089552238806,0
12701,80,6,2446.41,16.642244897959184,1727,11.748299319727892,0
12702,20,1,219.0,18.25,53,4.416666666666667,0
12703,71,4,1006.53,13.601756756756757,595,8.04054054054054,0
12704,7,8,2340.84,26.600454545454546,1006,11.431818181818182,0
12705,15,14,11762.1,19.636227045075128,7188,12.0,0
12707,292,1,603.42,18.285454545454545,256,7.757575757575758,1
12708,30,18,5117.66,17.289391891891892,2432,8.216216216216216,0
12709,15,34,30291.76,61.819918367346936,13772,28.10612244897959,0
12710,97,3,1149.02,14.922337662337663,851,11.051948051948052,1
12711,612,2,1339.05,22.3175,770,12.833333333333334,1
12712,29,21,6723.03,26.2618359375,2205,8.61328125,0
12713,1,1,848.55,22.330263157894734,508,13.368421052631579,0
12714,9,12,14093.71,20.249583333333334,8774,12.60632183908046,0
12715,106,1,343.36,17.168,192,9.6,1
12716,4,2,1053.49,15.267971014492753,708,10.26086956521739,0
12717,151,3,1308.91,18.435352112676057,600,8.450704225352112,1
12718,71,1,238.25,12.539473684210526,203,10.68421052631579,0
12719,5,2,644.95,16.53717948717949,374,9.58974358974359,0
12720,3,30,7787.28,16.257369519832984,6018,12.563674321503132,0
12721,32,8,4013.08,16.79112970711297,2655,11.108786610878662,0
12722,85,4,997.63,18.82320754716981,566,10.679245283018869,0
12723,4,5,725.07,10.508260869565218,434,6.2898550724637685,0
12724,5,7,2317.52,17.96527131782946,1379,10.689922480620154,0
12725,371,4,2266.76,21.384528301886796,1142,10.773584905660377,1
12726,28,11,4014.6,22.427932960893855,4618,25.798882681564248,0
12727,11,10,5679.53,27.9779802955665,2832,13.950738916256158,0
12728,71,5,1070.17,17.54377049180328,543,8.901639344262295,0
12729,114,1,453.01,17.423461538461538,233,8.961538461538462,1
12730,522,1,829.25,17.643617021276597,234,4.9787234042553195,1
12731,24,17,25775.71,65.58704834605598,11641,29.62086513994911,0
12732,180,1,236.26000000000002,19.688333333333336,111,9.25,1
12733,234,4,2424.87,15.445031847133757,896,5.707006369426751,1
12734,353,3,639.65,33.66578947368421,265,13.947368421052632,1
12735,315,2,779.5699999999999,18.12953488372093,368,8.55813953488372,1
12736,333,1,234.0,58.5,173,43.25,1
12737,499,2,3710.5,1855.25,2,1.0,1
12738,372,1,155.35,14.122727272727273,148,13.454545454545455,1
12739,78,4,2726.73,30.63741573033708,951,10.685393258426966,0
12740,64,1,427.6,15.837037037037037,342,12.666666666666666,0
12741,529,2,406.07,25.379375,214,13.375,1
12742,626,1,1201.52,17.933134328358207,1359,20.28358208955224,1
12743,134,2,540.13,4.123129770992366,315,2.404580152671756,1
12744,52,11,25317.06,74.68159292035399,6994,20.63126843657817,0
12745,487,3,925.41,40.235217391304346,468,20.347826086956523,1
12746,541,1,254.55,14.973529411764707,97,5.705882352941177,1
12747,2,26,8898.48,35.73686746987951,2640,10.602409638554217,0
12748,1,336,53539.64,8.130545178435838,37109,5.635383447228549,0
12749,4,9,6897.36,20.40639053254438,2360,6.982248520710059,0
12750,129,1,275.88,18.392,137,9.133333333333333,1
12751,445,1,268.27,4.326935483870967,189,3.0483870967741935,1
12752,81,1,4366.78,82.3920754716981,2262,42.679245283018865,0
12753,23,6,21429.39,108.77862944162436,11421,57.974619289340104,0
12754,236,3,3010.74,47.78952380952381,6481,102.87301587301587,1
12755,281,11,5236.259999999999,83.11523809523808,2293,36.3968253968254,1
12756,87,1,112.07999999999998,28.019999999999996,144,36.0,0
12757,16,13,7834.650000000001,21.52376373626374,2395,6.579670329670329,0
12758,117,7,9903.24,31.639744408945685,6155,19.664536741214057,1
12759,52,8,5020.74,16.62496688741722,3202,10.602649006622517,0
12760,456,1,347.8,16.561904761904763,198,9.428571428571429,1
12761,458,2,782.95,28.99814814814815,281,10.407407407407407,1
12762,8,2,1898.52,27.51478260869565,1227,17.782608695652176,0
12763,138,2,494.08,27.448888888888888,316,17.555555555555557,1
12764,317,1,1693.88,37.64177777777778,386,8.577777777777778,1
12765,472,6,1404.58,20.65558823529412,1009,14.838235294117647,1
12766,4,9,8918.99,22.186542288557213,5022,12.492537313432836,0
12767,376,1,949.82,22.088837209302326,598,13.906976744186046,1
12768,451,1,168.69000000000003,16.869000000000003,102,10.2,1
12769,239,1,1143.6,35.7375,356,11.125,1
12770,211,2,3246.45,115.94464285714285,1843,65.82142857142857,1
12771,486,1,282.3,18.82,104,6.933333333333334,1
12772,60,1,892.47,16.226727272727274,556,10.10909090909091,0
12773,564,1,124.25,20.708333333333332,109,18.166666666666668,1
12774,536,1,98.7,16.45,53,8.833333333333334,1
12775,17,7,1686.12,20.816296296296294,1083,13.37037037037037,0
12776,668,1,55.5,13.875,46,11.5,1
12777,458,1,519.45,19.978846153846156,458,17.615384615384617,1
12778,20,9,1775.68,15.576140350877193,1735,15.219298245614034,0
12779,38,14,6474.11,24.06732342007435,3501,13.014869888475836,0
12780,599,1,337.4,16.869999999999997,285,14.25,1
12781,64,2,826.74,33.0696,671,26.84,0
12782,5,11,4618.24,20.344669603524228,2017,8.885462555066079,0
12783,2,6,2225.91,26.49892857142857,624,7.428571428571429,0
12784,9,3,1763.15,13.667829457364341,862,6.682170542635659,0
12785,364,3,1100.4,19.650000000000002,453,8.089285714285714,1
12786,610,1,728.5,40.47222222222222,324,18.0,1
12787,10,4,862.18,19.595,510,11.590909090909092,0
12788,463,4,444.9,17.111538461538462,194,7.461538461538462,1
12789,65,3,273.35,34.16875,36,4.5,0
12790,192,2,591.85,15.995945945945946,306,8.27027027027027,1
12791,374,6,863.51,30.839642857142856,353,12.607142857142858,1
12792,257,2,827.01,17.59595744680851,394,8.382978723404255,1
12793,335,3,885.53,20.125681818181818,461,10.477272727272727,1
